09:53:12,180 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
10:29:08,185 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
10:29:08,186 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
10:29:08,186 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
10:29:08,187 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
10:29:08,390 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Book" is already enhanced.
10:29:08,390 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=233 ms, enhance=29 ms, total=262 ms. Consult the log for full details
10:29:14,749 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
10:29:14,999 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
10:29:15,058 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
10:29:15,058 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
10:29:15,059 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
10:29:15,060 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
10:29:15,280 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Book" is already enhanced.
10:29:15,280 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=235 ms, enhance=42 ms, total=277 ms. Consult the log for full details
10:30:13,512 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
10:30:13,754 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
10:30:13,814 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
10:30:13,815 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
10:30:13,816 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
10:30:13,816 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
10:30:14,036 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Book" is already enhanced.
10:30:14,036 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=239 ms, enhance=37 ms, total=276 ms. Consult the log for full details
10:30:27,020 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
10:30:27,290 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
10:30:27,370 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
10:30:27,371 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
10:30:27,372 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
10:30:27,372 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
10:30:27,593 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Book" is already enhanced.
10:30:27,593 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=263 ms, enhance=34 ms, total=297 ms. Consult the log for full details
10:30:47,086 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
10:30:47,337 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
10:30:47,395 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
10:30:47,396 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
10:30:47,396 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
10:30:47,397 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
10:30:47,603 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Book" is already enhanced.
10:30:47,604 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=235 ms, enhance=27 ms, total=262 ms. Consult the log for full details
10:31:38,342 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
10:31:38,602 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
10:31:38,663 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
10:31:38,664 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
10:31:38,665 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
10:31:38,666 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
10:31:38,867 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Book" is already enhanced.
10:31:38,868 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=232 ms, enhance=29 ms, total=261 ms. Consult the log for full details
11:16:05,107 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
11:16:05,371 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
11:16:05,438 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
11:16:05,439 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
11:16:05,440 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
11:16:05,440 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
11:16:05,691 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
11:16:05,692 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=254 ms, enhance=63 ms, total=317 ms. Consult the log for full details
11:16:34,352 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
11:16:34,626 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
11:16:34,691 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
11:16:34,692 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
11:16:34,694 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
11:16:34,695 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
11:16:34,931 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Book" is already enhanced.
11:16:34,931 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=267 ms, enhance=32 ms, total=299 ms. Consult the log for full details
11:16:51,999 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
11:16:52,248 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
11:16:52,323 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
11:16:52,324 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
11:16:52,325 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
11:16:52,326 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
11:16:52,545 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Book" is already enhanced.
11:16:52,546 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=255 ms, enhance=36 ms, total=291 ms. Consult the log for full details
11:20:34,223 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
11:20:34,478 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
11:20:34,535 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
11:20:34,536 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
11:20:34,537 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
11:20:34,537 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
11:20:34,780 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
11:20:34,780 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=237 ms, enhance=61 ms, total=298 ms. Consult the log for full details
11:20:41,080 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
11:20:41,341 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
11:20:41,400 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
11:20:41,401 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
11:20:41,402 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
11:20:41,403 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
11:20:41,692 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
11:20:41,693 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=271 ms, enhance=75 ms, total=346 ms. Consult the log for full details
11:21:51,046 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
11:21:51,273 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
11:21:51,347 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
11:21:51,348 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
11:21:51,348 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
11:21:51,349 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
11:21:51,616 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
11:21:51,617 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=261 ms, enhance=78 ms, total=339 ms. Consult the log for full details
11:22:10,654 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
11:22:10,990 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
11:22:11,095 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
11:22:11,096 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
11:22:11,098 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
11:22:11,099 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
11:22:11,526 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Book" is already enhanced.
11:22:11,527 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=462 ms, enhance=67 ms, total=529 ms. Consult the log for full details
11:23:10,035 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
11:23:10,272 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
11:23:10,333 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
11:23:10,334 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
11:23:10,335 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
11:23:10,335 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
11:23:15,979 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
11:23:16,203 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
11:23:16,262 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
11:23:16,263 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
11:23:16,264 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
11:23:16,265 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
11:23:16,549 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
11:23:16,550 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=268 ms, enhance=73 ms, total=341 ms. Consult the log for full details
11:23:41,199 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
11:23:41,482 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
11:23:41,545 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
11:23:41,546 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
11:23:41,547 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
11:23:41,547 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
11:23:41,835 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
11:23:41,836 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=258 ms, enhance=91 ms, total=349 ms. Consult the log for full details
11:23:54,397 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
11:23:54,646 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
11:23:54,711 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
11:23:54,712 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
11:23:54,713 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
11:23:54,713 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
11:23:54,987 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
11:23:54,988 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=270 ms, enhance=65 ms, total=335 ms. Consult the log for full details
11:24:00,677 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
11:24:00,989 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
11:24:01,050 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
11:24:01,051 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
11:24:01,052 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
11:24:01,053 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
11:24:01,373 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
11:24:01,373 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=279 ms, enhance=99 ms, total=378 ms. Consult the log for full details
11:24:15,089 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
11:24:15,357 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
11:24:15,416 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
11:24:15,417 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
11:24:15,417 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
11:24:15,418 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
11:24:15,691 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
11:24:15,692 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=246 ms, enhance=84 ms, total=330 ms. Consult the log for full details
11:24:39,566 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
11:24:39,835 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
11:24:39,901 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
11:24:39,902 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
11:24:39,902 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
11:24:39,903 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
11:24:40,169 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
11:24:40,170 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=249 ms, enhance=80 ms, total=329 ms. Consult the log for full details
12:38:00,255 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
12:38:00,526 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
12:38:00,583 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
12:38:00,584 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
12:38:00,585 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
12:38:00,586 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
12:38:00,820 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Author.class" with enhanced definition
12:38:00,830 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
12:38:00,838 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Publication.class" with enhanced definition
12:38:00,839 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 3 classes. Timings : input=228 ms, enhance=81 ms, total=309 ms. Consult the log for full details
12:50:41,366 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
12:50:41,649 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
12:50:41,709 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
12:50:41,710 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
12:50:41,711 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
12:50:41,712 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
12:50:41,928 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Address.class" with enhanced definition
12:50:41,938 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Author.class" with enhanced definition
12:50:41,950 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
12:50:41,958 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/City.class" with enhanced definition
12:50:41,966 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Country.class" with enhanced definition
12:50:41,973 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Publication.class" with enhanced definition
12:50:41,973 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 6 classes. Timings : input=215 ms, enhance=104 ms, total=319 ms. Consult the log for full details
13:20:40,106 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
13:20:40,378 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
